epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
178,2136.28,0.98273,0.79648,1.43158,0.8376,0.76533,0.84779,0.55641,1.35895,1.13859,1.89338,2.09776e-05,2.09776e-05,2.09776e-05
179,2148.35,1.0319,0.87349,1.45684,0.83741,0.75187,0.84978,0.55525,1.37868,1.1541,1.91726,1.9632e-05,1.9632e-05,1.9632e-05
180,2160.23,0.96457,0.79051,1.42039,0.88104,0.75133,0.84175,0.5518,1.38156,1.18606,1.91629,1.83439e-05,1.83439e-05,1.83439e-05
181,2171.96,0.98563,0.86901,1.45571,0.88818,0.75378,0.84479,0.55179,1.36445,1.12975,1.90034,1.71135e-05,1.71135e-05,1.71135e-05
182,2183.78,0.97562,0.76305,1.40922,0.81109,0.77483,0.84835,0.54909,1.36211,1.12347,1.90327,1.59412e-05,1.59412e-05,1.59412e-05
183,2195.59,0.97995,0.85267,1.41895,0.91785,0.70305,0.8496,0.54807,1.36299,1.1098,1.89511,1.48273e-05,1.48273e-05,1.48273e-05
184,2207.39,0.97898,0.81442,1.42234,0.93156,0.70153,0.84926,0.555,1.37154,1.12699,1.90137,1.3772e-05,1.3772e-05,1.3772e-05
185,2219.19,0.98477,0.87897,1.41445,0.74791,0.8465,0.85278,0.55044,1.37802,1.14068,1.90359,1.27757e-05,1.27757e-05,1.27757e-05
186,2231,1.02549,0.83634,1.45968,0.9153,0.70044,0.861,0.55977,1.37508,1.15125,1.89816,1.18384e-05,1.18384e-05,1.18384e-05
187,2242.78,0.98165,0.83022,1.39169,0.81085,0.81504,0.86337,0.55778,1.381,1.14507,1.90029,1.09606e-05,1.09606e-05,1.09606e-05
188,2254.91,0.96734,0.8328,1.41887,0.74842,0.8455,0.86107,0.5571,1.36872,1.16477,1.89445,1.01424e-05,1.01424e-05,1.01424e-05
189,2266.76,0.93446,0.78584,1.35647,0.75981,0.83568,0.86095,0.55005,1.3818,1.17129,1.91213,9.38391e-06,9.38391e-06,9.38391e-06
190,2278.57,0.99308,0.79805,1.42466,0.7616,0.86829,0.86224,0.55086,1.37236,1.15335,1.90114,8.68544e-06,8.68544e-06,8.68544e-06
191,2291.54,0.83353,0.56624,1.33973,0.73128,0.87491,0.86018,0.54584,1.35828,1.15918,1.89018,8.04714e-06,8.04714e-06,8.04714e-06
192,2303.29,0.82882,0.5512,1.29729,0.74862,0.87195,0.86247,0.55515,1.36906,1.18007,1.90366,7.46914e-06,7.46914e-06,7.46914e-06
193,2315.04,0.81527,0.54892,1.30583,0.74244,0.87491,0.85869,0.55639,1.36439,1.17098,1.90747,6.95161e-06,6.95161e-06,6.95161e-06
194,2326.8,0.82712,0.54547,1.32895,0.88793,0.73304,0.86028,0.55788,1.36628,1.16994,1.90917,6.49466e-06,6.49466e-06,6.49466e-06
195,2338.59,0.84946,0.57228,1.33164,0.9401,0.69268,0.8549,0.55058,1.37136,1.16121,1.90935,6.09841e-06,6.09841e-06,6.09841e-06
196,2350.77,0.80264,0.53805,1.28948,0.93753,0.68498,0.85356,0.55012,1.36805,1.13197,1.90756,5.76296e-06,5.76296e-06,5.76296e-06
197,2362.61,0.79527,0.54797,1.31731,0.94448,0.69016,0.85585,0.55249,1.3664,1.11551,1.90547,5.48838e-06,5.48838e-06,5.48838e-06
198,2374.4,0.79375,0.52255,1.29196,0.93573,0.68699,0.84546,0.55093,1.36129,1.12468,1.90241,5.27476e-06,5.27476e-06,5.27476e-06
199,2386.2,0.79166,0.52659,1.2951,0.93597,0.69206,0.84292,0.54691,1.3615,1.12203,1.90356,5.12213e-06,5.12213e-06,5.12213e-06
200,2398,0.82045,0.53547,1.31759,0.93535,0.69527,0.8436,0.54582,1.36179,1.12031,1.90368,5.03053e-06,5.03053e-06,5.03053e-06
